,user_id,age,gender,account_created,country,num_friends,num_followers,posts_count,likes_received,comments_received,shares_count,profile_completeness,last_login,is_verified,language,device_type,account_type,engagement_rate,monthly_active,status
1683,1684,23.0,Other,2021-01-14 18:51:33.103581,France,2631.0,8558.0,294,19184,8987,2460,26,2025-09-10 18:51:33.158508,False,English,Tablet,Business,10.79,False,Inactive
1684,1685,,M,2022-02-10 18:51:33.103586,UK,,7163.0,395,13908,2202,990,49,2024-12-09 18:51:33.158514,False,Spanish,Mobile,Personal,41.02,True,Inactive
1685,1686,69.0,Other,2019-07-05 18:51:33.103591,France,3852.0,7701.0,444,13749,3207,830,31,2026-09-22 18:51:33.277672,True,German,Mobile,Business,48.67,True,Active
1686,1687,37.0,F,2022-01-15 18:51:33.103598,,,3594.0,291,23912,2503,1782,39,2024-11-15 18:51:33.158525,False,Chinese,Mobile,Creator,45.75,True,Suspended
1687,1688,14.0,F,2023-12-25 18:51:33.103606,UK,2524.0,2921.0,489,5057,5782,531,83,2025-05-16 18:51:33.158530,False,German,Tablet,Personal,3.11,True,Inactive
1688,1689,999.0,X,2022-10-01 18:51:33.103614,,4644.0,1740.0,347,4461,6175,1694,48,2025-03-11 18:51:33.158535,False,English,Desktop,Personal,224.52196208996895,True,Inactive
1689,1690,47.0,FEMALE,2021-12-28 18:51:33.103620,France,1196.0,2818.0,264,35920,5134,4793,74,2025-03-15 18:51:33.158541,False,Spanish,Tablet,Personal,96.78,True,Active
1690,1691,,Other,2019-12-07 18:51:33.103625,Canada,3133.0,1353.0,252,24222,1882,4486,31,2025-02-15 18:51:33.158546,False,English,Desktop,Creator,57.16,True,Active
1691,1692,30.0,Other,2023-10-01 18:51:33.103630,France,205.0,8643.0,43,29932,9594,2271,41,2025-03-13 18:51:33.158551,False,German,Mobile,Creator,36.58,False,Active
1692,1693,,M,2020-04-25 18:51:33.103636,France,1636.0,6140.0,74,35898,1987,1526,42,2024-10-25 18:51:33.158556,False,German,Tablet,Business,69.43,True,Inactive
1693,1694,54.0,Other,2018-11-19 00:00:00.000000,Canada,630.0,4416.0,52,15869,8287,982,67,2025-05-13 18:51:33.158562,False,Spanish,Tablet,Business,32.33,True,Active
1694,1695,51.0,M,2021-08-12 18:51:33.103653,###,2226.0,,285,12625,814,3626,64,2025-03-19 18:51:33.158567,False,German,Tablet,Personal,77.18,False,Active
1695,1696,53.0,M,2019-01-13 18:51:33.103659,USA,2389.0,,370,5534,2660,2556,45,2025-01-29 18:51:33.158572,False,French,Desktop,Creator,44.0,False,Suspended
1696,1697,999.0,Other,2021-05-02 18:51:33.103664,Australia,121470.0,6993.0,65,37237,9333,2096,47,2025-09-15 18:51:33.158578,False,Spanish,Mobile,Personal,77.77,False,Active
1697,1698,72.0,Other,2023-11-30 18:51:33.103670,France,1098.0,742.0,37,36148,2569,807,74,2025-03-04 18:51:33.158583,False,English,Desktop,Business,77.12,True,Active
1698,1699,58.0,Other,2022-09-25 18:51:33.103675,Germany,289.0,,253,1630,7347,709,92,2025-07-05 18:51:33.158588,False,Chinese,Desktop,Personal,33.38,True,Active
1699,1700,,Other,2021-01-21 18:51:33.103680,India,2604.0,,-5000,9337,5343,1951,200,2024-10-13 18:51:33.158594,False,German,Tablet,Personal,37.04,True,Active
1700,1701,54.0,Other,2023-04-27 18:51:33.103685,Canada,207.0,7628.0,416,10586,7421,3774,21,2025-06-21 18:51:33.158599,False,,Desktop,Business,48.38,False,Active
1701,1702,44.0,Other,2024-02-19 18:51:33.103691,France,3814.0,8002.0,198,23160,4018,3086,47,2024-12-06 18:51:33.158604,False,English,Tablet,Business,59.86,True,Active
1702,1703,150.0,Other,2020-08-31 18:51:33.103696,Australia,703841.0,2562.0,235,32803,974,345,96,2025-06-29 18:51:33.158610,False,Chinese,Tablet,Personal,95.85,True,Active
1703,1704,48.0,,2022-06-30 18:51:33.103701,,3678.0,1260.0,468,49876,1861,2827,98,2024-10-21 18:51:33.158615,True,Spanish,Desktop,Personal,67.22,True,Active
1704,1705,999.0,,2018-01-18 18:51:33.103707,Canada,414.0,7239.0,54,3816,648,26052,72,2025-06-28 18:51:33.158620,False,English,Tablet,Creator,434.632500414262,True,Active
1705,1706,,M,2024-06-16 18:51:33.103712,Brazil,3468.0,7439.0,331,3297,8933,4761,33,2025-06-05 18:51:33.158626,False,Spanish,Desktop,Creator,68.62,False,Active
1706,1707,,Other,2020-04-10 18:51:33.103717,France,4479.0,2334.0,115,33658,1576,925,65,2024-12-12 18:51:33.158631,True,,Tablet,Personal,17.74,True,Active
1707,1708,53.0,M,2022-08-26 18:51:33.103724,India,1284.0,6230.0,84,43809,2599,2908,97,2025-05-02 18:51:33.158636,False,Chinese,Desktop,Creator,52.19,True,Active
1708,1709,25.0,Other,2025-04-26 18:51:33.103733,Germany,4986.0,8577.0,278,1400,4879,2280,86,2025-05-08 18:51:33.158642,False,French,Tablet,Creator,50.37,True,Suspended
1709,1710,61.0,F,2020-03-30 18:51:33.103742,,1662.0,602.0,453,30268,1787,1469,93,2025-02-11 18:51:33.158647,True,Spanish,Desktop,Business,13.28,True,Active
1710,1711,72.0,,2019-10-09 18:51:33.103752,France,4014.0,442.0,-5000,13499,137,2218,200,2025-05-20 18:51:33.158652,False,,Desktop,Business,51.46,True,Active
1711,1712,14.0,M,2024-07-30 00:00:00.000000,UK,1041.0,3307.0,95,7919,2056,4842,39,2025-06-07 18:51:33.158657,False,English,Desktop,Personal,71.6,False,Active
1712,1713,72.0,,2025-05-05 18:51:33.103766,USA,,,48,25602,1831,1000,54,2025-09-19 18:51:33.158663,False,French,Tablet,Business,49.35,False,Inactive
1713,1714,17.0,F,2023-07-21 18:51:33.103772,###,,5856.0,368,36869,8760,4368,67,2025-06-17 18:51:33.158668,False,German,Mobile,Business,40.04,True,Active
1714,1715,56.0,F,2019-01-27 18:51:33.103777,Canada,3713.0,3301.0,369,7571,4726,1048,62,,False,Spanish,Desktop,Business,66.02,True,Active
1715,1716,,M,2024-03-05 18:51:33.103782,France,2461.0,2301.0,-5000,30467,5894,4852,200,2025-04-22 18:51:33.158678,False,English,Tablet,Personal,49.15,True,Active
1716,1717,44.0,M,2023-06-01 18:51:33.103788,Germany,1343.0,7095.0,204,19044,4266,2885,75,2025-09-19 18:51:33.158684,False,Chinese,Mobile,Business,33.71,True,Active
1717,1718,33.0,,2022-12-05 18:51:33.103793,UK,2762.0,7841.0,410,12596,9075,4644,22,2025-01-09 18:51:33.158689,False,English,Desktop,Business,44.6,True,Active
1718,1719,20.0,F,2025-05-25 18:51:33.103798,Canada,,4450.0,458,22342,4607,2521,87,2025-09-14 18:51:33.158694,False,French,Tablet,Business,7.8,False,Active
1719,1720,62.0,F,2022-08-30 18:51:33.103803,Brazil,3367.0,3566.0,351,11197,7678,3540,30,2025-03-22 18:51:33.158699,False,English,Mobile,Creator,81.22,False,Active
1720,1721,79.0,male,2024-11-18 18:51:33.103809,Germany,943.0,6553.0,194,31227,4470,2563,81,2025-08-10 18:51:33.158705,False,German,Tablet,Business,34.32,True,Suspended
1721,1722,56.0,F,2025-03-01 18:51:33.103814,Canada,4988.0,2476.0,304,47568,1895,2105,80,2025-01-20 18:51:33.158710,False,Chinese,Desktop,Creator,61.88,True,Active
1722,1723,150.0,Other,2024-04-02 18:51:33.103819,Brazil,894484.0,,249,3749,8395,2219,77,2025-05-25 18:51:33.158715,False,Chinese,Tablet,business,55.65,True,Active
1723,1724,,F,2018-12-21 18:51:33.103824,Canada,,4010.0,257,27425,4152,3301,48,2025-07-03 18:51:33.158721,False,Spanish,Desktop,Personal,18.78,True,Active
1724,1725,14.0,Other,2021-06-21 18:51:33.103830,Germany,165.0,2389.0,477,39873,656,2193,57,2025-06-16 18:51:33.158726,False,French,Tablet,Creator,35.36,True,Active
1725,1726,56.0,M,2021-01-04 18:51:33.103835,Canada,1905.0,1830.0,443,23017,9240,3346,41,2025-04-10 18:51:33.158731,False,Chinese,Desktop,Personal,96.53,True,Active
1726,1727,,M,2024-09-21 18:51:33.103840,UK,3056.0,6540.0,449,23078,3462,4949,60,2025-01-24 18:51:33.158736,False,,Desktop,Personal,73.58,True,Active
1727,1728,47.0,Other,2024-05-09 18:51:33.103845,,1323.0,4073.0,358,30184,3126,828,82,2025-01-20 18:51:33.158742,False,German,Desktop,Creator,41.13,False,Active
1728,1729,42.0,F,2022-04-14 18:51:33.103851,France,4750.0,5545.0,58,46386,3024,3406,57,2024-11-14 18:51:33.158747,False,English,Desktop,Business,89.41,False,Suspended
1729,1730,20.0,M,2018-06-23 00:00:00.000000,Australia,350.0,4829.0,220,21778,3743,2347,69,,False,German,Mobile,Personal,58.62,True,Active
1730,1731,34.0,F,2022-09-16 18:51:33.103861,,2310.0,8054.0,59,4703,71,4644,26,2025-06-24 18:51:33.158758,False,French,Desktop,Personal,84.64,False,Active
1731,1732,56.0,F,2018-01-07 18:51:33.103866,UK  ,,2266.0,-100,48983,5653,3985,200,2025-01-13 18:51:33.158763,False,French,Mobile,Personal,52.57,True,Active
1732,1733,70.0,Other,2018-08-31 18:51:33.103872,UK,,8787.0,344,600,749,1291,65,2025-10-10 18:51:33.158768,False,Chinese,Desktop,Personal,93.15,True,Inactive
1733,1734,48.0,M,2020-10-04 18:51:33.103877,UK,,8382.0,361,46326,952,31,44,2025-02-03 18:51:33.158774,False,,Mobile,personal,83.59,True,Active
1734,1735,43.0,M,2024-07-22 18:51:33.103882,Brazil,1113.0,3462.0,-5000,42519,6279,2478,150,2025-01-30 18:51:33.158779,False,English,Tablet,Creator,8.0,True,Active
1735,1736,59.0,Other,2022-05-18 18:51:33.103887,France  ,2186.0,8835.0,52,25240,4612,1961,48,2025-05-08 18:51:33.158784,False,English,Tablet,Creator,68.3,False,Active
1736,1737,67.0,F,2025-06-27 18:51:33.103893,France,1989.0,5918.0,274,47947,4122,4317,86,2025-01-03 18:51:33.158789,False,French,Desktop,personal,44.57,True,Active
1737,1738,-50.0,F,2021-09-03 18:51:33.103898,Australia,1385.0,9310.0,48,37725,4179,4904,99,2025-04-23 18:51:33.158795,False,German,Tablet,Creator,390.3715433545424,True,Active
1738,1739,42.0,M,2021-09-25 18:51:33.103903,Australia,3484.0,3767.0,463,47346,6026,3045,41,2025-01-11 18:51:33.158800,False,Chinese,Tablet,Creator,80.1,True,Active
1739,1740,67.0,,2023-04-22 18:51:33.103908,Canada,1116.0,,16,28357,5171,3533,28,2025-05-27 18:51:33.158805,False,English,Desktop,Business,49.02,False,Active
1740,1741,,Other,2021-04-24 18:51:33.103918,Canada,133.0,1105.0,497,22557,73,704,68,2025-09-06 18:51:33.158811,False,German,Tablet,Business,20.22,False,Active
1741,1742,24.0,F,2018-09-07 18:51:33.103923,India,3951.0,2855.0,126,10231,2059,4668,92,2024-11-12 18:51:33.158816,False,German,Tablet,Business,32.5,True,Inactive
1742,1743,29.0,F,2022-08-19 18:51:33.103928,Australia,1227.0,,154,4576,9551,4990,55,2024-11-07 18:51:33.158821,False,French,Desktop,Creator,16.8,True,Active
1743,1744,28.0,Other,2022-07-29 18:51:33.103934,Australia,3109.0,2159.0,490,11982,1277,2506,24,2024-10-21 18:51:33.158827,False,Chinese,Mobile,Creator,61.31,False,Active
1744,1745,,M,2019-05-29 18:51:33.103939,Canada	,2504.0,4398.0,274,22647,4698,4898,23,2025-01-28 18:51:33.158832,False,Chinese,Tablet,Creator,63.53,True,Active
1745,1746,20.0,F,2025-09-18 18:51:33.103944,UK,3605.0,4146.0,234,30488,9193,3111,43,2025-02-25 18:51:33.158837,False,Spanish,Tablet,Creator,29.46,True,Active
1746,1747,15.0,Other,2023-03-05 18:51:33.103950,India,,,489,38780,1127,3025,60,2025-04-18 18:51:33.158843,False,Chinese,Desktop,Creator,27.76,False,Active
1747,1748,28.0,Other,2021-01-01 18:51:33.103955,Australia,4533.0,6024.0,285,40708,602,2294,33,2025-09-16 18:51:33.158848,False,French,Desktop,Creator,11.09,False,Active
1748,1749,42.0,Other,2020-03-12 18:51:33.103960,UK	,679.0,8892.0,77,23041,6458,1908,31,2025-04-18 18:51:33.158853,False,German,Tablet,Creator,97.53,True,Active
1749,1750,35.0,M,2025-06-14 18:51:33.103965,USA,2694.0,3791.0,173,23631,1524,2571,63,2025-03-21 18:51:33.158858,False,English,Tablet,Creator,31.43,True,Inactive
1750,1751,17.0,F,2021-03-11 18:51:33.103971,Brazil,2669.0,4756.0,105,7526,5291,1428,28,2025-01-06 18:51:33.158864,False,German,Desktop,Business,59.9,False,Active
1751,1752,77.0,F,2022-03-01 18:51:33.103976,Australia,1247.0,9992.0,319,37054,9898,4135,85,2025-07-06 18:51:33.158869,False,English,Mobile,Personal,18.9,False,Inactive
1752,1753,42.0,F,2023-06-10 18:51:33.103981,France,1191.0,1907.0,31,46715,1166,1053,57,2025-01-02 18:51:33.158874,False,,Desktop,Business,72.03,True,Active
1753,1754,33.0,M,2022-12-31 18:51:33.103987,Germany,1130.0,1136.0,436,4927,1932,18341,96,2024-12-05 18:51:33.158879,False,Spanish,Mobile,Personal,66.03,True,Active
1754,1755,34.0,F,2024-07-21 18:51:33.103992,USA,1403.0,4131.0,406,19472,9952,4392,76,2024-12-27 18:51:33.158885,False,Spanish,Desktop,Creator,12.32,True,Active
1755,1756,44.0,F,2020-06-24 18:51:33.103997,France,2071.0,,291,26654,4292,2350,66,,False,German,Tablet,Creator,1.8,True,Inactive
1756,1757,999.0,F,2021-01-02 18:51:33.104002,France,570252.0,7245.0,9,46302,8856,1283,74,2025-05-05 18:51:33.158896,False,French,Tablet,Creator,2.19,True,Active
1757,1758,28.0,F,2023-01-20 18:51:33.104007,Brazil,,2896.0,314,5189,6333,1947,21,2025-09-20 18:51:33.158901,True,Chinese,Desktop,Personal,28.9,True,Active
1758,1759,50.0,M,2020-06-17 18:51:33.104013,UK,369.0,5659.0,101,1827,962,605,37,2025-05-30 18:51:33.158906,False,English,Mobile,Creator,41.11,True,Active
1759,1760,26.0,Other,2021-10-26 18:51:33.104018,Canada,3794.0,4968.0,117,43399,9244,1336,85,2025-01-31 18:51:33.158911,False,French,Desktop,Business,99.88,True,Active
1760,1761,48.0,Other,2022-10-23 18:51:33.104023,Germany,2490.0,5423.0,156,25692,9180,2936,76,2024-11-27 18:51:33.158917,False,Chinese,Tablet,personal,96.01,True,Active
1761,1762,35.0,F,2021-01-21 18:51:33.104028,###,1176.0,1415.0,266,2005,6698,2778,83,2025-06-11 18:51:33.158922,True,English,Desktop,Personal,15.81,True,Active
1762,1763,78.0,F,2019-12-11 18:51:33.104033,Canada,375.0,6797.0,497,28695,87,4959,46,2025-01-11 18:51:33.158928,False,German,Desktop,Business,65.6,True,Inactive
1763,1764,14.0,F,2019-07-23 00:00:00.000000,Australia,,2062.0,421,6590,4951,3979,72,2025-10-09 18:51:33.158933,False,English,Desktop,Business,22.82,False,Active
1764,1765,,M,2025-04-09 18:51:33.104044,,3290.0,2687.0,244,32935,8664,4587,78,2025-03-04 18:51:33.158938,False,German,Tablet,Business,2.64,True,Active
1765,1766,79.0,F,2019-02-23 18:51:33.104049,Germany,1943.0,4262.0,78,15105,2468,4406,48,2025-04-24 18:51:33.158943,False,Chinese,Tablet,Business,63.35,False,Active
1766,1767,64.0,M,2025-08-01 18:51:33.104054,USA,957.0,1688.0,159,13587,6212,1934,91,2025-06-16 18:51:33.158949,False,French,Mobile,personal,17.83,True,Active
1767,1768,74.0,F,2025-07-30 18:51:33.104060,UK,810.0,,90,10192,4874,2706,33,2025-05-17 18:51:33.158954,False,English,Desktop,Business,31.03,True,Active
1768,1769,35.0,F,2020-07-09 18:51:33.104065,Canada,4922.0,,357,8480,3495,729,87,2025-10-01 18:51:33.158959,False,Chinese,Mobile,Business,24.58,False,Active
1769,1770,38.0,Other,2022-01-16 18:51:33.104070,Brazil,1533.0,8394.0,435,17421,8042,1994,62,2025-03-28 18:51:33.158964,False,Spanish,Desktop,Personal,21.08,True,Active
1770,1771,67.0,F,2019-10-03 18:51:33.104075,UK,4430.0,9730.0,128,27061,246,989,48,2025-05-20 18:51:33.158969,False,French,Desktop,Business,3.25,False,Active
1771,1772,18.0,M,2019-11-29 18:51:33.104081,UK,409.0,1124.0,488,1975,2878,6198,76,2024-12-22 18:51:33.158975,False,Spanish,Desktop,Business,77.08,True,Inactive
1772,1773,47.0,Other,2018-12-15 18:51:33.104086,Brazil,53.0,9086.0,13,11556,6131,462,52,2024-11-16 18:51:33.158981,False,Spanish,Tablet,Business,25.7,False,Active
1773,1774,34.0,M,2021-09-21 00:00:00.000000,Australia,4796.0,,386,21207,4494,10,40,2025-09-10 18:51:33.158986,False,French,Mobile,Business,97.99,True,Active
1774,1775,,Other,2017-11-27 18:51:33.104096,India,,9747.0,285,10323,3976,2348,60,2025-05-07 18:51:33.158992,False,English,Desktop,Personal,98.82,True,Active
1775,1776,27.0,M,2019-02-21 18:51:33.104101,,2396.0,2450.0,158,45424,9713,4134,20,2025-02-10 18:51:33.158997,False,Chinese,Desktop,creator,87.07,True,Inactive
1776,1777,72.0,Other,2023-09-08 18:51:33.104107,"Canada
",974.0,6490.0,128,3973,325,590,46,2025-01-03 18:51:33.159002,False,French,Tablet,Creator,90.36,False,Inactive
1777,1778,24.0,M,2022-10-11 18:51:33.104112,###,4488.0,8978.0,173,42144,8793,1488,21,2025-03-07 18:51:33.159007,False,English,Tablet,Creator,4.14,True,Active
1778,1779,61.0,M,2025-03-14 18:51:33.104117,Germany,4649.0,9167.0,397,13183,810,3223,83,2025-04-27 18:51:33.159013,True,French,Tablet,creator,68.71,True,Active
1779,1780,54.0,male,2023-10-19 18:51:33.104122,Germany,2894.0,4929.0,419,43313,8595,940,70,2025-01-03 18:51:33.159018,False,French,Tablet,Creator,10.33,False,Active
1780,1781,,Other,2018-01-19 18:51:33.104128,UK,nan,4288.0,173,30171,6780,3363,73,2025-01-20 18:51:33.159023,False,English,Mobile,personal,43.6,True,Active
1781,1782,57.0,Other,2019-04-08 18:51:33.104133,Brazil,4921.0,2946.0,438,11859,5986,1888,93,,False,Spanish,Tablet,Personal,46.44,True,Active
1782,1783,47.0, F,2020-12-11 18:51:33.104138,USA,4839.0,,419,45765,5546,4971,93,2025-03-22 18:51:33.159034,False,,Mobile,Personal,4.23,True,Active
1783,1784,42.0,M,2023-09-22 18:51:33.104144,USA,2224.0,3036.0,426,32967,6845,4800,49,2025-05-07 18:51:33.159040,False,English,Tablet,Business,38.84,False,Active
1784,1785,42.0,M,2021-08-16 18:51:33.104149,Canada,2558.0,7716.0,499,16338,4689,613,20,2025-05-11 18:51:33.159045,False,German,Tablet,Business,28.27,True,Active
1785,1786,18.0,Other,2021-10-04 18:51:33.104154,Canada,,4075.0,360,24910,2274,4692,48,2025-01-17 18:51:33.159050,False,German,Desktop,Creator,59.05,True,Suspended
1786,1787,79.0,M,2017-12-01 18:51:33.104159,UK,138.0,5507.0,42,19797,2227,3833,32,,False,French,Desktop,Personal,44.77,True,Active
1787,1788,19.0,Other,2024-09-13 18:51:33.104165,UK,3173.0,6096.0,398,16562,3017,4443,92,2025-08-16 18:51:33.159061,False,,Mobile,creator,62.12,False,Inactive
1788,1789,64.0,Other,2024-05-18 18:51:33.104170,,2520.0,7724.0,293,25025,8089,3953,62,2025-02-02 18:51:33.159066,False,English,Mobile,Business,0.21,False,Active
1789,1790,26.0,M,2023-11-26 18:51:33.104180,India,4637.0,8528.0,344,1724,7133,2611,60,2024-12-14 18:51:33.159074,False,Spanish,Desktop,Personal,77.37,False,Inactive
1790,1791,27.0,M,2018-06-22 18:51:33.104186,USA	,2241.0,3667.0,299,33947,1438,709,94,2025-07-07 18:51:33.159079,False,German,Tablet,Business,51.01,False,Active
1791,1792,33.0,M,2021-01-07 18:51:33.104192,UK,3827.0,8796.0,108,21219,3384,1806,77,2025-08-27 18:51:33.159085,False,Spanish,Desktop,Business,16.56,True,Active
1792,1793,47.0,F,2021-01-25 18:51:33.104197,Australia,1337.0,2536.0,241,17251,663,1653,96,2024-12-17 18:51:33.159090,True,Chinese,Tablet,Business,40.07,True,Active
1793,1794,78.0,Other,2020-10-11 18:51:33.104202,USA,4089.0,665.0,-100,48299,8345,1468,200,2025-03-23 18:51:33.159095,False,German,Tablet,Creator,34.17,True,Active
1794,1795,14.0,M,2018-07-09 18:51:33.104207,France,2852.0,2917.0,54,33745,732,288,60,2025-07-03 18:51:33.159101,False,,Tablet,Personal,85.77,True,Active
1795,1796,47.0,F,2022-04-08 18:51:33.104213,Germany,,1232.0,333,46475,805,1404,86,2025-10-07 18:51:33.159106,True,Spanish,Tablet,Business,82.85,True,Active
1796,1797,32.0,M,2020-09-10 18:51:33.104218,###,2677.0,7927.0,215,32762,4217,2443,73,2024-11-01 18:51:33.159111,False,German,Desktop,business,15.95,True,Active
1797,1798,22.0,Other,2018-03-17 18:51:33.104223,USA,72.0,6024.0,441,13522,8373,2045,25,2025-01-21 18:51:33.159116,False,,Mobile,Creator,84.72,True,Inactive
1798,1799,,F,2019-03-21 18:51:33.104228,France,2878.0,8543.0,106,20024,8072,4382,65,2025-07-28 18:51:33.159122,False,Chinese,Mobile,Personal,60.89,False,Active
1799,1800,78.0,,2018-10-06 18:51:33.104233,###,2141.0,9953.0,312,41625,3679,2593,96,2025-09-08 18:51:33.159127,False,English,Mobile,Business,25.01,False,Active
1800,1801,37.0,M,2019-01-30 18:51:33.104239,Germany,,2895.0,183,43032,4068,4127,20,2025-06-24 18:51:33.159132,False,,Mobile,Creator,93.15,True,Active
1801,1802,66.0,,2019-08-03 18:51:33.104244,###,,7413.0,129,10715,1703,3652,48,2025-04-05 18:51:33.159137,False,German,Tablet,Creator,37.13,False,Active
1802,1803,45.0,M,2018-08-20 18:51:33.104249,Canada  ,,6174.0,498,49934,8529,4647,97,2025-03-01 18:51:33.159143,False,French,Tablet,Personal,79.31,True,Active
1803,1804,48.0,F,2022-03-09 18:51:33.104254,France,3502.0,4570.0,123,37065,6246,4033,95,2025-03-06 18:51:33.159148,False,German,Mobile,Business,67.05,True,Active
1804,1805,-50.0,F,2020-09-03 18:51:33.104259,Brazil,981331.0,,417,8038,5301,4393,45,2025-09-16 18:51:33.159153,False,English,Mobile,Business,79.59,True,Active
1805,1806,77.0,F,2019-06-20 18:51:33.104264,Canada,3501.0,9341.0,48,6732,6770,1939,77,2024-12-15 18:51:33.159158,False,Chinese,Desktop,Business,9.44,True,Active
1806,1807,66.0,F,2021-11-30 18:51:33.104270,USA,2276.0,,319,45927,7018,1293,22,2024-12-22 18:51:33.159164,False,Spanish,Tablet,Creator,20.85,True,Active
1807,1808,,M,2020-10-30 18:51:33.104275,USA,2077.0,6388.0,252,3550,3298,4938,79,2025-07-05 18:51:33.159169,False,Spanish,Tablet,Personal,71.4,True,Active
1808,1809,15.0,M,2018-04-10 18:51:33.104280,India	,1648.0,4538.0,342,23920,727,2747,33,2024-12-08 18:51:33.159174,False,French,Desktop,Business,14.71,False,Active
1809,1810,,M,2021-06-26 18:51:33.104285,Brazil,334.0,6644.0,391,19834,4958,3585,42,2025-07-23 18:51:33.159180,True,Chinese,Tablet,Personal,75.08,True,Active
1810,1811,18.0,F,2022-11-13 18:51:33.104291,Canada,4755.0,7394.0,68,38358,2937,2462,81,,False,Spanish,Mobile,Business,30.7,False,Active
1811,1812,37.0,F,2023-01-18 18:51:33.104296,USA,,,441,37853,4023,3510,29,2025-03-05 18:51:33.159190,True,German,Mobile,Business,60.3,True,Inactive
1812,1813,25.0,M,2017-12-05 18:51:33.104301,Brazil,4272.0,69.0,476,43442,2013,1058,23,2025-09-21 18:51:33.159195,False,Spanish,Tablet,Personal,36.58,True,Active
1813,1814,20.0,,2019-08-07 18:51:33.104306,Canada,2871.0,8769.0,426,45033,1833,2074,58,2025-06-14 18:51:33.159201,False,English,Tablet,Business,59.99,True,Active
1814,1815,33.0,F,2019-06-06 00:00:00.000000,India,2615.0,7169.0,317,48915,9691,4740,93,2025-05-27 18:51:33.159206,False,Chinese,Tablet,Personal,62.03,True,Active
1815,1816,37.0,Other,2024-02-21 18:51:33.104337,USA,,4590.0,376,21514,9099,3146,53,2025-07-02 18:51:33.159211,False,Spanish,Desktop,Creator,43.41,False,Active
1816,1817,57.0,,2022-10-24 18:51:33.104342,USA,,4084.0,51,41523,5667,946,44,2025-09-03 18:51:33.159216,False,Spanish,Mobile,Business,92.95,False,Suspended
1817,1818,72.0,M,2019-06-23 18:51:33.104347,USA,932.0,5934.0,32,49876,6007,742,71,2024-12-19 18:51:33.159221,False,English,Desktop,Business,97.21,False,Active
1818,1819,,M,2018-02-26 18:51:33.104353,USA,635.0,8320.0,19,39989,2010,1395,34,2025-01-23 18:51:33.159227,False,Spanish,Desktop,Creator,90.58,True,Suspended
1819,1820,44.0,F,2023-10-21 18:51:33.104358,UK,3229.0,1506.0,463,41206,2249,2983,31,2024-11-20 18:51:33.159232,True,French,Desktop,Business,73.5,True,Active
1820,1821,,M,2018-09-16 00:00:00.000000,France,1190.0,,228,46598,8855,4441,20,2025-09-12 18:51:33.159237,False,Chinese,Tablet,Creator,12.35,True,Active
1821,1822,43.0,M,2022-08-14 18:51:33.104368,France,nan,,186,16257,8519,1367,28,2025-08-18 18:51:33.159243,False,Spanish,Desktop,Business,92.74,True,Active
1822,1823,32.0,M,2021-02-06 18:51:33.104373,Canada,4002.0,3167.0,187,24980,9040,2243,78,2024-11-21 18:51:33.159248,False,German,Desktop,Personal,63.67,True,Active
1823,1824,30.0,M,2025-09-25 18:51:33.104379,Canada,,2548.0,190,47684,8456,2257,33,2025-07-15 18:51:33.159253,False,Spanish,Desktop,Creator,9.77,True,Active
1824,1825,72.0,M,2017-11-29 18:51:33.104384,,1449.0,1479.0,111,22901,1466,1654,50,2025-02-07 18:51:33.159259,False,French,Mobile,Personal,66.23,True,Active
1825,1826,75.0,Other,2023-01-24 18:51:33.104391,Brazil  ,,9994.0,183,17611,8445,3021,72,2025-04-11 18:51:33.159264,False,German,Tablet,Business,35.51,True,Suspended
1826,1827,18.0,Other,2023-05-18 18:51:33.104396,Canada,,5523.0,292,8824,9285,3920,82,2025-06-27 18:51:33.159269,False,French,Mobile,Creator,90.45,True,Active
1827,1828,,,2019-09-01 18:51:33.104402,India,426.0,7.0,443,6435,5654,4092,29,2025-05-08 18:51:33.159274,False,English,Desktop,Business,71.45,True,Active
1828,1829,55.0,M,2021-10-26 18:51:33.104407,Australia,,,361,22804,1236,3755,62,2025-03-05 18:51:33.159280,False,German,Tablet,Business,61.23,False,Active
1829,1830,14.0,M,2021-10-07 18:51:33.104412,UK,3169.0,8916.0,360,45309,609,4008,37,2025-03-26 18:51:33.159285,False,German,Tablet,Personal,22.83,True,Inactive
1830,1831,72.0,M,2021-03-08 18:51:33.104417,Australia,4726.0,4197.0,-100,38910,2033,2575,150,,True,French,Mobile,Business,84.97,True,Active
1831,1832,35.0,X,2021-07-21 18:51:33.104423,Canada,4321.0,6917.0,306,8850,3194,2676,78,2024-10-28 18:51:33.159296,False,French,Desktop,Personal,92.22,True,Active
1832,1833,,F,2025-07-24 18:51:33.104428,,446.0,2049.0,284,29883,6680,2451,95,2025-09-17 18:51:33.159301,False,English,Tablet,Business,63.09,True,Active
1833,1834,17.0,F,2017-12-16 18:51:33.104433,Brazil,1910.0,3785.0,226,23888,8741,4285,42,2024-11-24 18:51:33.159307,False,German,Desktop,Creator,89.83,False,Active
1834,1835,46.0,Other,2019-05-07 18:51:33.104438,Canada,3735.0,,136,27997,1218,106,94,2025-04-23 18:51:33.159312,False,German,Desktop,Creator,18.48,True,Active
1835,1836,22.0,M,2022-04-19 18:51:33.104443,USA,2250.0,3912.0,85,12744,9705,4763,65,2025-03-26 18:51:33.159317,False,German,Desktop,Business,48.37,True,Active
